INSTNM,ACCREDAGENCY,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,PCTPELL,C150_4,C150_L4,CCSIZSET,HBCU,PBI,ANNHI,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,PCTFLOAN,DEBT_MDN,D_PCTPELL_PCTFLOAN,GRADS,STUFACR,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50
The Landing School,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4035,0.1579,0.1053,0.0,0.0,0.0,0.0,46.0,0.1887,,0.9286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5283,7500,53.0,,8.0,,,,,
University of Maine at Augusta,New England Commission on Higher Education,,,0.0284,0.0,0.0033,0.0,0.0,0.0,0.1237,0.0,0.0201,0.0,0.0,0.0,0.0017,0.01,0.0084,0.2074,0.0736,0.0217,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0251,0.0084,0.0,0.0,0.0,0.0017,0.0184,0.2926,0.1037,0.0,2870.0,0.3425,0.233,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3102,13215,4374.0,62.0,15.0,,,,,
University of Maine at Farmington,New England Commission on Higher Education,0.9417,1110.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0174,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0592,0.0209,0.0,0.0383,0.0035,0.0,0.0279,0.0,0.0105,0.0,0.0279,0.0,0.1289,0.0,0.0,0.0732,0.0,0.0,0.0,0.0,0.0348,0.0836,0.122,0.007,1217.0,0.3905,0.5333,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5063,16722,1580.0,279.0,11.0,580.0,530.0,,,
University of Maine at Fort Kent,New England Commission on Higher Education,0.9924,,0.0,0.0087,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.0087,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0433,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.7403,0.1169,0.0,650.0,0.1391,0.3659,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1925,12778,1517.0,16.0,17.0,,,,,
University of Maine,New England Commission on Higher Education,0.9396,1202.0,0.023,0.0435,0.0,0.0005,0.0435,0.0,0.0153,0.0,0.0798,0.1427,0.0772,0.002,0.0189,0.0,0.0164,0.0286,0.0,0.0547,0.0051,0.0,0.0491,0.0087,0.0015,0.0,0.0148,0.0005,0.0593,0.0,0.0148,0.068,0.0,0.0,0.0,0.0,0.0148,0.0685,0.1386,0.0097,8720.0,0.2427,0.5527,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4558,16750,10194.0,2457.0,14.0,600.0,590.0,28.0,25.0,27.0
Maine Maritime Academy,New England Commission on Higher Education,0.5765,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311,0.0659,0.0,0.0,0.0,0.0,0.0,0.0,0.0359,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3054,0.0,0.0,0.1377,0.0,874.0,0.2675,0.6612,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7153,26812,871.0,19.0,11.0,580.0,580.0,24.0,26.0,24.0
University of Maine at Presque Isle,New England Commission on Higher Education,0.9699,,0.0114,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,0.0,0.0,0.0,0.0,0.0,0.0114,0.2348,0.0,0.0114,0.0152,0.0,0.0114,0.0265,0.0,0.0,0.0,0.0,0.0379,0.0,0.0341,0.0455,0.0,0.0,0.0,0.0,0.0152,0.0644,0.3636,0.0,1100.0,0.2683,0.2945,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2791,8275,1573.0,23.0,23.0,,,,,
University of New England,New England Commission on Higher Education,0.9628,,0.0074,0.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0386,0.0,0.0,0.0,0.011,0.0,0.0037,0.0018,0.0,0.2518,0.0037,0.0,0.0165,0.0938,0.0,0.0,0.0,0.0,0.0276,0.0,0.0074,0.0129,0.0,0.0,0.0,0.0,0.0,0.4522,0.0496,0.0,2272.0,0.1218,0.5939,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4732,20000,3671.0,2716.0,12.0,,,,,
Northern Maine Community College,New England Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0463,0.0,0.0093,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759,0.0926,0.0648,0.0,0.0,0.3148,0.1111,0.0,522.0,0.5839,,0.2748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1544,8225,596.0,,11.0,,,,,
Empire Beauty School-Maine,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.4174,,0.5833,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4917,7667,242.0,,15.0,,,,,
Maine College of Art & Design,New England Commission on Higher Education,0.7396,,0.0,0.0,0.0,0.0,0.0,0.1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8158,0.0,0.0,0.0,380.0,0.3252,0.4833,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7506,19000,409.0,56.0,8.0,,,,,
Saint Joseph's College of Maine,New England Commission on Higher Education,0.8084,1060.0,0.0,0.0239,0.0,0.0,0.0068,0.0,0.0,0.0,0.0922,0.0,0.0,0.0,0.0,0.0,0.0034,0.0307,0.0,0.0683,0.0,0.0,0.0,0.0922,0.0,0.0273,0.0068,0.0,0.0307,0.0102,0.0273,0.0171,0.0,0.0,0.0,0.0,0.0034,0.4539,0.1058,0.0,963.0,0.2082,0.6955,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.6445,19576,1052.0,488.0,10.0,530.0,530.0,,,
Spa Tech Institute-Westbrook,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771,0.0,0.0,248.0,0.3977,,0.8125,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6051,6333,352.0,,13.0,,,,,
Southern Maine Community College,New England Commission on Higher Education,,,0.01,0.0,0.0,0.0,0.0,0.0348,0.0784,0.0224,0.0498,0.01,0.051,0.0,0.0,0.0,0.0,0.1642,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386,0.0224,0.0,0.0448,0.0373,0.0224,0.0,0.0,0.2711,0.1244,0.0,4527.0,0.2835,,0.1803,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1522,6046,5435.0,,20.0,,,,,
University of Southern Maine,New England Commission on Higher Education,0.8543,1109.0,0.0,0.0187,0.0,0.0018,0.05,0.0,0.0268,0.0,0.0178,0.0464,0.0027,0.0143,0.0,0.0,0.0294,0.0312,0.0,0.0482,0.008,0.0,0.0,0.0161,0.0036,0.0,0.0089,0.0,0.0473,0.0134,0.0241,0.1329,0.0,0.0,0.0,0.0,0.033,0.2355,0.1695,0.0205,4322.0,0.2799,0.4172,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3366,12887,5956.0,1967.0,14.0,570.0,540.0,21.0,20.0,20.0
Thomas College,New England Commission on Higher Education,0.9724,,0.0,0.0053,0.0,0.0,0.0265,0.0,0.0794,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0106,0.0159,0.0,0.0,0.0,0.0,0.037,0.0529,0.0,0.0,0.0,0.0,0.1587,0.1111,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0053,0.3545,0.0,673.0,0.1956,0.5,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4793,20000,1304.0,114.0,23.0,,,,,
Unity College,,0.9431,,0.0752,0.5865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.015,0.0,0.0,0.0,0.2331,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.015,0.0301,0.0,0.0,3679.0,0.5485,0.5263,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7504,4752,1991.0,583.0,36.0,,,,,
Washington County Community College,New England Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.069,0.0,0.023,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.023,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0805,0.0,0.2414,0.2644,0.069,0.069,0.0,0.092,0.023,0.0,273.0,0.3877,,0.4211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0741,5500,405.0,,8.0,,,,,
Allegany College of Maryland,Middle States Commission on Higher Education,,,0.0,0.0124,0.0,0.0,0.0,0.0088,0.0035,0.0071,0.0477,0.0,0.0265,0.0,0.0,0.0071,0.0,0.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0318,0.0,0.0,0.0,0.5194,0.0901,0.0,1764.0,0.3214,,0.3532,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2875,8250,2421.0,,11.0,,,,,
Anne Arundel Community College,Middle States Commission on Higher Education,,,0.0012,0.0,0.0,0.0008,0.0,0.0167,0.156,0.0394,0.041,0.015,0.0199,0.0012,0.0106,0.0187,0.0,0.2482,0.0,0.0,0.0045,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.1848,0.1783,0.0,8326.0,0.1887,,0.273,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0646,6250,10630.0,,16.0,,,,,
Award Beauty School,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.4468,,0.5152,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5035,7500,141.0,,20.0,,,,,
Baltimore Studio of Hair Design,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.9778,,0.7143,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,5500,45.0,,25.0,,,,,
Baltimore City Community College,Middle States Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1882,0.0,0.0127,0.0106,0.0296,0.0,0.0465,0.0148,0.0,0.2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.2918,0.1163,0.0,2594.0,0.4234,,0.0978,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,3864.0,,12.0,,,,,
University of Baltimore,Middle States Commission on Higher Education,0.8933,980.0,0.0,0.0124,0.0,0.0,0.0446,0.0792,0.0718,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0198,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.0198,0.0,0.0,0.0,0.052,0.1411,0.0668,0.0693,0.0,0.0,0.0,0.0,0.0074,0.0421,0.3193,0.0149,1351.0,0.4349,0.3333,,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3938,18972,1605.0,1919.0,10.0,500.0,480.0,,,
Bowie State University,Middle States Commission on Higher Education,0.8654,910.0,0.0,0.0,0.0,0.0,0.0,0.1176,0.1082,0.0,0.0259,0.0,0.0,0.0,0.0365,0.0,0.0153,0.0,0.0,0.0953,0.0024,0.0,0.0,0.0282,0.0,0.0,0.0024,0.0,0.1153,0.0871,0.0294,0.0329,0.0,0.0,0.0,0.0,0.0506,0.0294,0.2082,0.0153,5289.0,0.5041,0.4019,,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4907,12861,5380.0,897.0,15.0,470.0,440.0,,,
Capitol Technology University,Middle States Commission on Higher Education,0.6434,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,0.0,296.0,0.3353,0.5532,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5317,12000,331.0,522.0,9.0,,,,,
Cecil College,Middle States Commission on Higher Education,,,0.0105,0.0,0.0,0.0,0.0158,0.0421,0.0395,0.0,0.0842,0.0211,0.0,0.0,0.0,0.0132,0.0053,0.2553,0.0,0.0079,0.0,0.0,0.0,0.0237,0.0,0.0,0.0026,0.0,0.0263,0.0368,0.0237,0.0,0.0,0.0,0.0,0.0,0.0868,0.15,0.1553,0.0,1315.0,0.2367,,0.2774,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0869,8250,1783.0,,12.0,,,,,
College of Southern Maryland,Middle States Commission on Higher Education,,,0.0,0.0025,0.0,0.0,0.0051,0.0,0.0909,0.0,0.0114,0.0305,0.0083,0.0,0.0102,0.0,0.0,0.5264,0.0,0.0,0.0,0.0,0.0032,0.0051,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0013,0.0,0.0,0.0,0.0095,0.1119,0.1621,0.0,4378.0,0.2428,,0.3228,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4523,5500,5660.0,,16.0,,,,,
Chesapeake College,Middle States Commission on Higher Education,,,0.0043,0.0173,0.0,0.0,0.0,0.0,0.0303,0.0,0.0216,0.0,0.013,0.0,0.0216,0.0,0.0,0.4069,0.0,0.0346,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203,0.0952,0.0,1273.0,0.2842,,0.2841,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,1738.0,,15.0,,,,,
Washington Adventist University,Middle States Commission on Higher Education,0.5143,,0.0,0.0,0.0,0.0,0.0056,0.0,0.0225,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0112,0.0843,0.0,0.0562,0.0056,0.0,0.0,0.0056,0.0056,0.0281,0.0,0.0,0.0562,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0393,0.5112,0.0955,0.0112,499.0,0.4377,0.5,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.5319,22750,690.0,89.0,6.0,,,,,
Coppin State University,Middle States Commission on Higher Education,0.4495,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0212,0.0,0.0,0.0,0.0,0.0,0.0212,0.0303,0.0,0.0394,0.0121,0.0,0.0,0.0273,0.0,0.0,0.0,0.0,0.1273,0.1061,0.0818,0.0606,0.0,0.0,0.0,0.0,0.0212,0.303,0.1061,0.0091,1708.0,0.5333,0.2376,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4222,15606,1845.0,249.0,10.0,490.0,450.0,,,
Del-Mar-Va Beauty Academy,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.72,,0.5556,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.64,9833,75.0,,14.0,,,,,
North American Trade Schools,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671,0.3993,0.0706,0.463,0.0,0.0,0.0,0.0,612.0,0.4521,,0.7191,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7793,3668,1033.0,,15.0,,,,,
Frederick Community College,Middle States Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0021,0.0269,0.0,0.0054,0.0097,0.015,0.014,0.0,0.2578,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.1257,0.0,0.043,0.015,0.0934,0.0097,0.0,0.0,0.0,0.0097,0.1515,0.1643,0.0,3653.0,0.1761,,0.3333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0733,5500,5389.0,,16.0,,,,,
Frostburg State University,Middle States Commission on Higher Education,0.8788,,0.0,0.0032,0.0,0.0,0.029,0.0,0.0806,0.0,0.0785,0.0204,0.0,0.0,0.0,0.0,0.014,0.0634,0.0,0.0269,0.0097,0.0,0.0054,0.0484,0.0,0.0,0.0097,0.0,0.0989,0.0366,0.0172,0.1226,0.0,0.0,0.0,0.0,0.0376,0.1989,0.0957,0.0032,2873.0,0.3484,0.4934,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4428,14867,3677.0,804.0,12.0,,,,,
Garrett College,Middle States Commission on Higher Education,,,0.0,0.0545,0.0,0.0,0.0,0.0,0.1091,0.0,0.0727,0.0091,0.0,0.0,0.0,0.0,0.0,0.4182,0.0,0.0,0.0,0.0,0.0,0.0818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.1636,0.0,367.0,0.301,,0.3249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2457,6560,578.0,,12.0,,,,,
Goucher College,Middle States Commission on Higher Education,0.8024,1258.0,0.0,0.029,0.0,0.0124,0.0664,0.0,0.0249,0.0,0.0622,0.0,0.0,0.0207,0.0,0.0,0.0747,0.0,0.0,0.0788,0.0041,0.0,0.0622,0.0,0.0083,0.0,0.0581,0.0,0.1784,0.0,0.0,0.1286,0.0,0.0,0.0,0.0,0.0581,0.0,0.0996,0.0332,981.0,0.2933,0.5831,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5473,17882,1067.0,726.0,7.0,635.0,590.0,30.0,31.0,29.0
Hagerstown Community College,Middle States Commission on Higher Education,,,0.0,0.0068,0.0,0.0,0.0,0.0,0.0421,0.0,0.038,0.0082,0.0149,0.0,0.0095,0.0041,0.0,0.3179,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0109,0.0,0.0041,0.0,0.0,0.0,0.0109,0.0,0.0938,0.0109,0.2609,0.1549,0.0,2695.0,0.3142,,0.3479,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1945,6500,3533.0,,16.0,,,,,
Harford Community College,Middle States Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0142,0.0131,0.0698,0.0,0.0502,0.024,0.0196,0.0,0.0,0.0109,0.0,0.3751,0.0,0.0,0.0,0.0,0.0055,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382,0.1505,0.217,0.0,3620.0,0.2291,,0.2853,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0718,7241,4596.0,,15.0,,,,,
Hood College,Middle States Commission on Higher Education,0.7787,,0.0,0.0221,0.0,0.0044,0.0531,0.0,0.0575,0.0,0.0619,0.0,0.0,0.0265,0.0,0.0,0.0177,0.0,0.0,0.115,0.0398,0.0,0.0133,0.0,0.0,0.0,0.0088,0.0,0.0841,0.0487,0.0442,0.0575,0.0,0.0,0.0,0.0,0.0354,0.0796,0.1947,0.0354,1182.0,0.376,0.6119,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6305,18185,1218.0,854.0,11.0,,,,,
Howard Community College,Middle States Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0007,0.0223,0.0208,0.0238,0.0141,0.0082,0.0,0.0097,0.0,0.0,0.5603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.1935,0.1362,0.0,6905.0,0.2825,,0.2339,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.073,8250,8080.0,,13.0,,,,,
Aveda Institute-Maryland,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,94.0,0.4492,,0.7534,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.572,6333,236.0,,15.0,,,,,
Johns Hopkins University,Middle States Commission on Higher Education,0.0725,1553.0,0.0,0.0049,0.0,0.0035,0.0,0.0104,0.0765,0.0,0.0,0.2053,0.0,0.0028,0.0,0.0,0.0167,0.0,0.0,0.2387,0.0592,0.0,0.0459,0.0,0.0021,0.0,0.0223,0.0,0.0348,0.0,0.0,0.1239,0.0,0.0,0.0,0.0,0.0668,0.0807,0.0,0.0056,5643.0,0.1799,0.9405,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.107,9000,6132.0,25231.0,6.0,760.0,790.0,35.0,35.0,35.0
Lincoln College of Technology-Columbia,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0923,0.0,0.0,0.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611,0.3301,0.1297,0.0,0.0,0.0,0.0,0.0,947.0,0.5316,,0.6124,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7005,9500,1486.0,,18.0,,,,,
Loyola University Maryland,Middle States Commission on Higher Education,0.8348,1285.0,0.0,0.0,0.0,0.0,0.1106,0.0,0.0327,0.0,0.0237,0.035,0.0,0.0102,0.0,0.0,0.0327,0.0,0.0,0.0711,0.0135,0.0,0.0508,0.0,0.0045,0.0,0.0079,0.0,0.0903,0.0113,0.0,0.0926,0.0,0.0,0.0,0.0,0.0023,0.0677,0.3239,0.0192,3968.0,0.1568,0.7868,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.5115,23882,3877.0,1261.0,13.0,650.0,620.0,30.0,31.0,27.0
University of Maryland Global Campus,Middle States Commission on Higher Education,,,0.0,0.0055,0.0,0.004,0.0181,0.007,0.275,0.0,0.0,0.0,0.0,0.0067,0.0,0.0103,0.0098,0.2109,0.0,0.0034,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0583,0.0426,0.0088,0.0265,0.0,0.0,0.0,0.0,0.0,0.0402,0.2487,0.0122,44458.0,0.2745,0.1923,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1831,10500,45100.0,9104.0,19.0,,,,,
University of Maryland Baltimore,Middle States Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,956.0,0.2581,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3828,15000,930.0,5968.0,7.0,,,,,
University of Maryland-Baltimore County,Middle States Commission on Higher Education,0.8055,1295.0,0.0,0.0103,0.0,0.0078,0.0263,0.0,0.2537,0.0,0.0004,0.0705,0.0,0.0231,0.0,0.0,0.0171,0.0,0.0,0.148,0.0285,0.0,0.0228,0.0,0.0103,0.0,0.0149,0.0,0.1253,0.0,0.0395,0.0886,0.0,0.0,0.0,0.0,0.0516,0.0359,0.0093,0.016,10557.0,0.2968,0.7034,,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.2912,15750,10835.0,3366.0,18.0,650.0,650.0,26.0,27.0,25.0
University of Maryland-College Park,Middle States Commission on Higher Education,0.4461,1461.0,0.0237,0.006,0.0146,0.0049,0.0569,0.0,0.1754,0.0,0.0122,0.1281,0.0,0.0101,0.0107,0.0,0.0124,0.0,0.0,0.084,0.0257,0.0,0.0034,0.0239,0.0069,0.0,0.0175,0.0,0.0453,0.0,0.0102,0.1303,0.0,0.0,0.0,0.0,0.0199,0.0621,0.1069,0.0088,29982.0,0.1833,0.8927,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2304,17000,30922.0,10439.0,18.0,710.0,750.0,33.0,34.0,31.0
